date,startup_name,industry,sub_industry,city,investors,investment_type,amount_usd,investor_list
2015-12-11,Eureqa,Test Automation SAAS platform,,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,"['Sashi Reddi', ' Gabriel Investments']"
2015-12-11,Localcircles,Citizens Engagement Platform,,Noida,Anand Mahindra,Private Equity,0.0,['Anand Mahindra']
2015-12-11,Getfocus,Indoor Navigation & Analytics Solutions,,Mumbai,Undisclosed investors,Seed Funding,0.0,['Undisclosed investors']
2015-12-11,Urbanclap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Ratan Tata,Private Equity,0.0,['Ratan Tata']
2015-12-11,Onlinerti,Online RTI application services,,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,"['LetsVenture', ' Mohandas Pai']"
2015-12-11,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,0.0,['Extreme Venture Partners\\\\xc2\\\\xa0 William Bissell']
2015-12-11,Weddingz,Wedding Venues & Vendors Marketplace,,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,"['Rajan Anandan', ' Zoya Akhtar', ' Reema Kagati', ' Ruchi Narain', ' Amrish Kumar', ' Hrishikesh Parandekar']"
2015-12-11,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,0.0,"['Sachin Bansal', ' Binny Bansal']"
2015-12-14,Capricoast,Modular Furnishings Marketplace,,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0,"['Accel Partners India', ' RB Investments']"
2015-12-14,Jetsetgo,Private Jet Bookings Marketplace,,Bangalore,Puneet Dalmia,Private Equity,0.0,['Puneet Dalmia']
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,,Delhi,Prashanth Ranganathan,Seed Funding,200000.0,['Prashanth Ranganathan']
2015-12-14,Whoop,Performance Optimization Platform for athletes,,Boston,Infosys,Private Equity,3000000.0,['Infosys']
2015-12-15,Bookeventz,Event Venue Booking Platform,,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,0.0,"['Mumbai Angels', ' Singapore Angel Network', ' Zishaan Hayath']"
2015-12-15,Deal Street Asia,Digital Media Platform,,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,0.0,"['Vijay Shekhar Sharma', ' Singapore Angels Network']"
2015-12-15,Streamoid,visual search and discovery platform,,Bangalore / Palo Alto,Undisclosed,Seed Funding,1000000.0,['Undisclosed']
2015-12-16,Housejoy,Home services marketplace,,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,"['Amazon', ' Vertex Ventures', ' Qualcomm', ' Ru-Net Technology Partners', ' Matrix Partners']"
2015-12-16,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0,"['Chicago Capital Ventures', ' Sanjay Mehta', ' Others']"
2015-12-16,Meradoctor,Virtual Health consultation app,,Mumbai,Unilazer,Private Equity,1200000.0,['Unilazer']
2015-12-16,Stage 3,Online Renting platform,,Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,0.0,"['Nisha Sharma', ' Puneet Dalmia', ' Balaji Prabhakar']"
2015-12-17,Rivigo,Logistics Services Provider,,Gurgaon,SAIF Partners and others,Private Equity,30000000.0,['SAIF Partners and others']
2015-12-17,Springboard,Data Science & UX design Learning platform,,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000.0,"['Allen Blue', ' John Katzman', ' Naveen Tewari', ' Kartik Hosanagar', ' Kashyap Deorah', ' 500 Startups', ' Blue Fog Capital']"
2015-12-17,Eatfresh,Online marketplace for Chef Meals,,Bangalore,Kalaari Capital,Private Equity,0.0,['Kalaari Capital']
2015-12-18,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.0,['Kris Gopalakrishnan & Others']
2015-12-18,Focus Digit,ECommerce platform solutions,,Delhi,Turning Ideas,Seed Funding,0.0,['Turning Ideas']
2015-12-18,The News Minute,Online Media Publication,,Bangalore,Quintillion Media,Seed Funding,0.0,['Quintillion Media']
2015-12-18,Cbrex,International Hiring Platform,,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0,"['Prahlad Rao', ' Sundara Rajan', ' Vikram Chachra']"
2015-12-21,Truckmandi,Logistics Service Provider Marketplace,,Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000.0,"['Ritesh Dwivedy', ' Ramakant Sharma', ' Mount Nathan Advisors']"
2015-12-21,Peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurgaon,Innoven Capital,Private Equity,4000000.0,['Innoven Capital']
2015-12-21,Kooh Sports,Sports Education Platform,,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000.0,"['TCS', ' HDFC', ' Faering Capital', ' Elevate Sports']"
2015-12-22,Rentongo,"Bike, Appliances Renting marketplace",,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,0.0,"['Anand Chandrasekaran', ' Rajesh Sawhney', ' Kalpana Tatavarti', ' Shivanandan Pare']"
2015-12-22,Industrybuying,Online Marketplace for Industrial Goods,,Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,0.0,"['Murugappa Group', ' TVS Group', ' Vellayan Subbiah', ' Arathi Krishna', ' Arun Venkatachalam']"
2015-12-22,Zapr,Reward points mobile app,,Gurgaon,Dinesh Agarwal,Seed Funding,0.0,['Dinesh Agarwal']
2015-12-22,Latestone,Mobile accessories online store,,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0,['Palred Technologies Ltd']
2015-12-22,Planetgogo,Content Discovery & reward points platform,,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,0.0,['HT Digital Media Holdings Ltd']
2015-12-22,Arya,Artificial Intelligence platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,"['YourNest Angel Fund', ' Venture Nursery']"
2015-12-22,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,"['Rishi Parti', ' BrahmaX Ventures']"
2015-12-22,Mobiefit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,1000000.0,['Medi Assist']
2015-12-23,Lafalafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,Vectr Ventures,Private Equity,0.0,['Vectr Ventures']
2015-12-23,Mech Mocha,Mobile Game development & Design platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0,"['Blume Ventures', ' Flipkart']"
2015-12-23,Shotang,B2B eCommerce Marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0,"['Exfinity Venture Partners', ' Unitus Impact Livelihoods Fund']"
2015-12-23,Cityfurnish,Furniture and appliances rental platform,,Gurgaon,Jitendra Gupta,Seed Funding,0.0,['Jitendra Gupta']
2015-12-24,Black White Orange,B2B Merchandize platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0,['Collaborative Licensing Ventures LLP']
2015-12-24,Kolabro,Real Estate focused Tech platform,,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,0.0,"['Umang Kumar', ' Ruchir Arora & others']"
2015-12-24,Canvera,Photographer Online search & booking platform,,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0,['Info Edge (India) Ltd']
2015-12-28,Town Essentials,Grocery Delivery platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0,"['Sharad Hegde', ' Girish Reddy', ' Siddharth Patil', ' Shrikant Patil']"
2015-12-28,Bumper,Mobile Car Servicing appointment app,,Bangalore,SAIF Partners,Seed Funding,500000.0,['SAIF Partners']
2015-12-29,Hotify,New Curation Mobile App,,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0,['Mahavir Pratap Sharma']
2015-12-29,Mobikwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0,"['Sequoia Capital', ' Tree Line Asia', ' Innoven Capital']"
2015-12-30,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Yuvraj Singh,Seed Funding,0.0,['Yuvraj Singh']
2015-11-02,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,"['Amit Gupta', ' Sahil Barua', ' Mukul Singhal', ' Tracxn Labs']"
2015-11-02,Cityflo,Bus Aggregation and rental mobile app,,Mumbai,IDG Ventures,Seed Funding,750000.0,['IDG Ventures']
2015-11-03,Findyahan,hyperlocal online Services platform,,Noida,Times Group Brand Capital,Private Equity,0.0,['Times Group Brand Capital']
2015-11-03,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,Ratan Tata,Private Equity,0.0,['Ratan Tata']
2015-11-03,Pokkt,Alternate Mobile Monetization platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,"['Segnel Venture', ' Shinji Kimura', ' Sundar Chanrai', ' JAFCO Asia', ' SingTel\\\\xe2\\\\x80\\\\x99s Innov8', ' Jungle Ventures', ' K Ganesh']"
2015-11-03,Oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,"['Varun Ahuja', ' Anubhav Verma']"
2015-11-03,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,385000.0,['Riqueza Capital']
2015-11-03,Deyor Rooms,Budget Hotels Aggregator,,Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,['Dheeraj Jain & Others']
2015-11-03,Bidgely,Efficient Energy Management platform,,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,"['Constellation Technology Ventures (Exelon Corporation)', ' E.ON', ' RWE', ' Khosla Ventures']"
2015-11-04,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,ah! Ventures,Seed Funding,250000.0,['ah! Ventures']
2015-11-04,Paytunes,Voice Call incentivization mobile app,,Delhi,CIO Angel Network,Seed Funding,0.0,['CIO Angel Network']
2015-11-04,Yourdost,Online Counselling and psychological support platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,"['Phanindra Sama', ' Aprameya Radhakrishna', ' Aneesh Reddy', ' Neeraj Jawalkar', ' Sanjay Anandaram', ' Pavan Ongole', ' Venk Krishnan']"
2015-11-05,Bookmybai,Domestic Help Aggregation platform,,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,['Vineel Nalla & Others']
2015-11-05,Myindianstay,Home Stay & room rentals platform,,Goa,Undisclosed investors,Seed Funding,200000.0,['Undisclosed investors']
2015-11-05,Bobble,Selfie Mobile App,,Delhi,SAIF Partners & others,Private Equity,0.0,['SAIF Partners & others']
2015-11-06,Repup,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,0.0,['Indian Angel Network']
2015-11-06,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,['Undisclosed HNIs']
2015-11-06,Popxo,Online content platform for women,,Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,"['IDG Ventures India', ' Kalaari Capital', ' 500 Startups']"
2015-11-06,Spareshub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,"['Hyderabad Angels', ' M&S Partners']"
2015-11-06,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,"['Hyderabad Angels', ' Singapore Angel Network', ' Ness Wadia']"
2015-11-06,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,0.0,['Saina Nehwal']
2015-11-06,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,['Chandralekha Construction Pvt. Ltd.']
2015-11-09,Appvirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,"['Rajan Anandan', ' Mike Galgon', ' Ravi Gururaj', ' Ashim Mehra', '\\\\xc2\\\\xa0 Mohit Saxena', ' Internet Group', ' TNN Capital and others']"
2015-11-09,Istar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,"['Michael & Susan Dell Foundation', ' Unitus Seed Fund']"
2015-11-09,Bigstylist,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,1000000.0,['Info Edge']
2015-11-09,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,"['Sequoia India', ' BEENEXT Ventures', ' Kunal Shah & Sandeep Tandon']"
2015-11-09,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,"['Jozef Bardik', ' Leo Wang Sangeeth Ram']"
2015-11-09,Skoov,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,150000.0,['undisclosed investor']
2015-11-10,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,"['SAIF Partners', ' Haresh Chawla']"
2015-11-11,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0.0,['TV Mohandas Pai\\\\xe2\\\\x80\\\\x99s family office']
2015-11-11,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,"['Lensbridge Capital', ' Mape Advisory Group', ' Fireside Ventures']"
2015-11-11,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0.0,"['Centre For Incubation & Business Acceleration (CIBA)', ' Goa']"
2015-11-11,Renewbuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,['Mount Nathan Advisors Pte Ltd']
2015-11-11,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,0.0,['Sixth Sense Ventures']
2015-11-12,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,250000.0,['Chennai Angels']
2015-11-13,Flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,0.0,"['Sujeet Kumar', ' Ankit Nagori', ' Traxcn Labs']"
2015-11-16,Cashkaro,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,3700000.0,['Kalaari Capital']
2015-11-16,Absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,"['Astarc Ventures', ' 50K Ventures & others']"
2015-11-16,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,0.0,['Logtally']
2015-11-16,Taskbucks,mobile-only tasks marketplace,,Delhi,Times Internet,Private Equity,15000000.0,['Times Internet']
2015-11-17,Craftsvilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,"['Sequoia India', ' Lightspeed Venture Partners', ' Nexus Venture Partners', ' Global Founders Capital', ' Apoletto']"
2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,['Gordon and Betty Moore Foundation']
2015-11-17,Styletag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,7500000.0,['Jitu Virwani']
2015-11-17,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,"['Rimpal Chawla', ' Anuj Srivastava']"
2015-11-17,Bibox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,['Ravi Krishnamurthy']
2015-11-17,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,300000.0,['Enablers platform']
2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,"['Baillie Gifford', ' Falcon Edge Capital', ' Tiger Global', ' SoftBank Group', ' DST Global', ' Didi Kuaidi']"
2015-11-18,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,['Nexus Venture Partners']
2015-11-18,Scoopwhoop,Viral Content web Platform,,Delhi,Kalaari Capital,Private Equity,4000000.0,['Kalaari Capital']
2015-11-18,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,0.0,"['Inara Capital ', ' Rishi Khiani']"
2015-11-18,Pickrr,On-Demand Local Logistics provider,,Delhi,Palaash Ventures,Seed Funding,0.0,['Palaash Ventures']
2015-11-18,Truelancer,Curated Freelancer Marketplace,,Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,0.0,"['Blackstone Valley Group', ' Raghu Vohra', ' Aditya Dev Sood', ' Kamal Bansal']"
2015-11-19,Aha Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,0.0,['ah! Ventures']
2015-11-19,Urbanclap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,"['Bessemer Venture Partner', ' Accel', ' SAIF Partners']"
2015-11-19,Sensegiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,['Karnataka Semiconductor Venture Capital firm']
2015-11-19,Placeoforigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,0.0,"['S.D. Shibulal', ' Kris Gopalakrishnan', ' Srinath Batni', ' Professor Tarun Khanna', '\\\\xc2\\\\xa0 Ganapathy Venugopal.']"
2015-11-19,Fourseven,Online Jewellery etailer,,Delhi,Indian Angel Network,Seed Funding,455000.0,['Indian Angel Network']
2015-11-20,Mindtickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,12500000.0,['New Enterprise Associates']
2015-11-20,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,0.0,"['Kae Capital', ' Kunal Bahl', ' Rohit Bansal']"
2015-11-20,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,"['Ram Kumar Kakani', ' Pradeep K Jaisingh', ' Sunil T V', ' Vijay Ghadge', ' Hemant Kaul', ' Gurmeet Chahal & Others']"
2015-11-20,Ouwt,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,150000.0,['Undisclosed investors']
2015-11-20,Heypillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,3000000.0,['Hampton Capital']
2015-11-21,Healers At Home,"Home Healthcare Services platform,",,Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,0.0,"['Daljit Singh', ' Dr. Pramath Raj Sinha', ' BVR Mohan Reddy']"
2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,"['Unitus Seed Fund', ' Bijou Kurien', ' Narayan Ramachandran']"
2015-11-21,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,100000.0,['Undisclosed investors']
2015-11-23,Rentomojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0,"['IDG Ventures India', '\\\\xc2\\\\xa0 Accel Partners India']"
2015-11-23,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,100000.0,['Anil Menon']
2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,250000.0,['Swastika']
2015-11-24,Servx,Automotive Services platform,,Delhi,Manish Gupta,Seed Funding,0.0,['Manish Gupta']
2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,"['Mitsui & Co.', ' New Enterprise Associates', ' Canaan Partners', ' Silicon Valley Bank']"
2015-11-24,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,0.0,['Ratan Tata']
2015-11-25,Earlysalary,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,1500000.0,['Ashok Agarwal']
2015-11-25,Tooler,On Demand Laundry Services App,,Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,"['Raghu Khanna', ' Sameer Gupta']"
2015-11-25,S Chand,Education Content Provider,,Delhi,IFC Everstone Group,Private Equity,27000000.0,['IFC Everstone Group']
2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0.0,['Earlsfield Capital']
2015-11-26,Goqii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0,"['New Enterprise Associates', ' Cheetah Mobile']"
2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0,"['Softbank', ' Tiger Global', ' Sequoia Capital', ' Apoletto Managers']"
2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,"['IDG Ventures', ' M & S partners', ' Powerhouse Ventures (USA).']"
2015-11-26,Kountmoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0.0,"['Tracxn', ' Ashish Goenka & Others']"
2015-11-27,Stayglad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0.0,"['Bessemer Venture Partners', ' Anil Chopra']"
2015-11-27,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,0.0,['Ashish Gupta']
2015-11-27,Learnon,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0.0,['JMR Infotech India Pvt Ltd']
2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,Delhi,Unigrowth Inc,Seed Funding,0.0,['Unigrowth Inc']
2015-11-28,M-Taxi,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0.0,"['Mandeep Singh', ' Jairaj Singh']"
2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0,"['Manish Kheterpal', ' Alok Mittal', '\\\\xc2\\\\xa0 Puneet Dalmia', '']"
2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,['DSG Consumer Partners']
2015-11-30,Momagic,Mobile Application Developer,,Delhi,FIH Mobile Ltd,Private Equity,0.0,['FIH Mobile Ltd']
2015-11-30,Qikpod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0,"['Flipkart', ' Accel Partners', ' Delhivery', ' Foxconn']"
2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,Delhi,Undisclosed investors,Seed Funding,0.0,['Undisclosed investors']
2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,0.0,['Sargod Ventures']
2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0.0,"['Accel Partners', ' Elevar Equity', ' Pramod Bhasin', ' Rajan Anandan', ' Gaurav Dalmia', ' Abhishek Goyal', ' Gagan Hasteer ', ' Arun Tadanki']"
2015-10-01,Wydr,Performance based Wholesale Marketplace,,Delhi,Sandeep Aggarwal,Seed Funding,0.0,['Sandeep Aggarwal']
2015-10-01,Easyfix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,0.0,['Axilor Ventures']
2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,"['Ashish Todi', ' Abhinav Patodia', ' Kumar Shwetabh']"
2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0.0,['Paytm (One97 communications)']
2015-10-01,Cleartax,Online Income Tax Filing platform,,Delhi,Paytm (One97 communications),Private Equity,0.0,['Paytm (One97 communications)']
2015-10-02,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,2000000.0,['Kalaari Capital']
2015-10-03,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,6000000.0,['Sequoia Capital']
2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,"['Harsh Mariwala', ' Atul Nishar', ' Dalip Pathak', ' Michael Carlos']"
2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,15000000.0,['Peepul Capital']
2015-10-05,Indialends,Online Consumer Lending platform,,Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,"['DSG consumer Partners', ' Paragon Partners']"
2015-10-05,Rock N Shop,Premium Apparel shopping portal,,Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,['High Networth Individuals (undisclosed)']
2015-10-06,Docplexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,"['Uniqorn ventures', ' ASP Consulting']"
2015-10-06,Workindia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,"['Satyen Kothari', ' Keshav Sanghi', ' Riddhesh Gandhi & Others']"
